Gene	trt1	trt2	trt3	trt4	ctl1	ctl2	ctl3	ctl4
Zm00001eb173470	53	93	120	101	130	110	60	131
Zm00001eb173480	65	131	105	144	228	197	274	267
Zm00001eb173490	2019	2200	1617	1978	1432	1284	1211	1262
Zm00001eb173500	0	0	0	0	0	0	0	0
Zm00001eb173510	0	0	0	0	0	0	0	0
Zm00001eb173520	0	13	10	7	8	15	0	17
Zm00001eb173530	0	0	0	0	0	0	0	0
Zm00001eb173540	918	940	887	938	1058	866	815	1063
Zm00001eb173550	0	0	0	0	0	0	0	0
Zm00001eb173560	2803	3862	3822	3384	3175	2712	3406	3778
Zm00001eb173570	61	49	104	117	87	75	101	89
Zm00001eb173580	0	0	0	0	0	0	0	0
Zm00001eb173590	0	0	0	0	0	0	0	0
Zm00001eb173600	0	0	0	0	0	0	0	0
Zm00001eb173610	0	0	0	0	0	0	0	0
Zm00001eb173630	0	0	0	0	0	0	0	0
Zm00001eb173640	0	0	0	0	0	0	0	0
Zm00001eb173650	227	293	279	265	354	255	328	298
Zm00001eb173660	764	674	809	638	841	699	524	732
Zm00001eb173670	8	10	20	6	12	14	1	9
Zm00001eb173680	28	38	35	32	20	46	29	15
Zm00001eb173690	0	0	0	0	0	0	0	0
Zm00001eb173700	421	544	453	428	524	404	322	443
Zm00001eb173710	634	758	905	651	575	586	684	687
Zm00001eb173720	0	0	0	0	3	0	8	13
Zm00001eb173730	612	631	425	375	555	371	497	396
Zm00001eb173740	0	0	5	0	0	0	7	0
Zm00001eb173750	0	0	0	0	0	0	0	0
Zm00001eb173760	0	0	0	0	0	0	0	0
Zm00001eb173770	0	0	0	0	0	0	0	0
Zm00001eb173780	0	0	8	0	0	0	0	0
Zm00001eb173790	642	964	940	841	759	697	718	796
Zm00001eb173800	0	0	0	0	0	0	0	0
Zm00001eb173810	0	0	0	0	0	0	0	0
Zm00001eb173820	484	590	713	642	660	433	568	593
Zm00001eb173830	0	8	0	0	3	0	0	3
Zm00001eb173840	3	0	0	0	0	0	0	0
Zm00001eb173870	0	0	0	0	0	0	0	0
Zm00001eb173880	2276	3027	2929	2985	2725	2201	2252	2718
Zm00001eb173890	0	0	0	0	0	0	0	0
Zm00001eb173900	0	0	0	0	0	0	0	0
Zm00001eb173910	0	0	0	0	0	0	0	0
Zm00001eb173930	0	0	0	0	0	0	0	0
Zm00001eb173940	164	191	127	202	337	211	176	226
Zm00001eb173950	0	0	0	0	0	0	0	0
Zm00001eb173960	52	14	32	16	31	48	28	50
Zm00001eb173970	0	0	0	0	0	0	0	0
Zm00001eb173980	0	0	0	0	0	0	0	0
Zm00001eb173990	298	457	351	447	475	285	225	340
Zm00001eb174000	34	19	4	30	16	4	22	24
Zm00001eb174010	164	179	89	114	326	183	152	188
Zm00001eb174020	0	8	0	0	0	0	0	0
Zm00001eb174030	1413	1621	1595	1717	1770	1534	1725	1857
Zm00001eb174050	0	0	0	0	0	0	0	0
Zm00001eb174060	472	547	443	552	609	543	459	474
Zm00001eb174070	522	552	289	275	533	536	331	325
Zm00001eb174080	1084	1401	1106	1314	1315	1336	1328	1426
Zm00001eb174090	1468	1242	1092	1258	1624	1186	1141	1174
Zm00001eb174100	579	745	548	557	808	680	708	636
Zm00001eb174120	1404	1217	1355	1407	1165	982	770	1123
Zm00001eb174130	1424	1495	1311	1326	1457	999	1325	1418
Zm00001eb174140	10	2	0	1	0	5	0	0
Zm00001eb174160	25	37	79	29	41	36	73	29
Zm00001eb174170	543	754	591	570	836	563	725	727
Zm00001eb174180	0	0	0	0	0	0	0	0
Zm00001eb174190	22	39	32	61	29	68	55	40
Zm00001eb174200	79	48	51	53	125	84	109	131
Zm00001eb174210	218	268	225	219	243	188	134	201
Zm00001eb174220	0	0	0	0	0	0	0	0
Zm00001eb174240	0	0	0	0	0	0	0	0
Zm00001eb174260	0	0	0	0	0	0	0	0
Zm00001eb174270	0	0	0	0	0	0	0	0
Zm00001eb174280	0	0	0	0	0	0	0	0
Zm00001eb174300	0	7	0	0	2	0	1	2
Zm00001eb174310	806	831	929	791	1062	854	934	954
Zm00001eb174320	10	37	55	66	68	87	105	73
Zm00001eb174330	652	810	524	639	765	541	552	599
Zm00001eb174340	1459	1537	1083	1090	1933	1617	1351	1411
Zm00001eb174360	966	1420	1350	1144	1620	1486	1900	1629
Zm00001eb174370	1332	1471	1368	1220	2047	1550	1315	1533
Zm00001eb174380	4	0	0	0	0	0	0	0
Zm00001eb174400	0	0	0	0	0	0	0	0
Zm00001eb174410	0	0	0	0	0	4	0	0
Zm00001eb174420	358	424	285	255	177	127	102	102
Zm00001eb174430	0	0	0	0	0	0	0	0
Zm00001eb174440	2869	2901	2753	2704	2735	2108	1645	2426
Zm00001eb174450	328	292	264	279	260	201	296	310
Zm00001eb174460	100	144	139	119	213	167	191	170
Zm00001eb174480	655	723	551	510	894	600	848	804
Zm00001eb174500	0	0	0	0	0	0	0	0
Zm00001eb174510	0	5	0	0	0	0	0	0
Zm00001eb174520	15	15	42	24	23	29	29	39
Zm00001eb174530	444	555	497	452	694	619	618	657
Zm00001eb174540	0	0	0	0	0	0	0	0
Zm00001eb174550	667	821	804	691	765	556	734	772
Zm00001eb174560	4	0	0	0	0	0	0	0
Zm00001eb174570	0	0	0	0	1	0	0	2
Zm00001eb174580	0	0	0	0	0	0	0	0
Zm00001eb174590	11	20	16	33	23	24	22	5
Zm00001eb174600	0	0	0	0	0	0	0	0
Zm00001eb174610	1621	1928	1490	1380	2103	1239	1269	1407
Zm00001eb174620	212	218	143	170	188	122	125	183
Zm00001eb174630	1701	1810	1748	1704	2649	1837	1518	2070
Zm00001eb174640	25	33	40	0	65	34	45	29
Zm00001eb174650	0	0	0	0	0	0	0	0
Zm00001eb174660	0	0	0	0	0	0	0	0
Zm00001eb174670	2042	2378	2265	1794	2890	1944	1838	1903
Zm00001eb174690	0	0	0	0	0	0	0	0
Zm00001eb174700	8	2	9	0	10	10	15	7
Zm00001eb174710	316	331	327	382	378	250	295	289
Zm00001eb174730	414	364	303	348	440	364	343	311
Zm00001eb174750	492	804	519	464	1144	873	613	575
Zm00001eb174760	1	0	0	0	0	0	0	0
Zm00001eb174770	0	0	7	0	0	4	0	0
Zm00001eb174780	0	0	0	0	0	0	0	0
Zm00001eb174790	0	0	0	0	5	0	0	0
Zm00001eb174800	0	0	0	0	0	0	0	0
Zm00001eb174810	0	0	0	0	0	0	0	0
Zm00001eb174820	0	0	0	0	0	0	0	0
Zm00001eb174830	0	0	8	0	1	0	0	0
Zm00001eb174840	0	0	0	0	0	0	0	0
Zm00001eb174850	0	2	9	0	7	0	5	14
Zm00001eb174860	7	7	5	14	27	34	3	4
Zm00001eb174880	115	165	146	164	154	149	144	199
Zm00001eb174900	171	187	152	166	238	181	129	217
Zm00001eb174930	682	753	609	552	589	502	425	630
Zm00001eb174940	0	3	0	0	1	0	0	0
Zm00001eb174950	0	0	0	0	0	0	0	0
Zm00001eb174960	0	0	0	4	0	0	0	0
Zm00001eb174970	45	56	44	78	117	109	94	71
Zm00001eb174980	512	579	548	547	676	482	617	493
Zm00001eb174990	577	695	692	612	756	674	747	719
Zm00001eb175000	0	0	0	0	2	0	0	0
Zm00001eb175010	0	0	0	0	0	0	0	0
Zm00001eb175030	0	0	0	0	0	0	0	0
Zm00001eb175040	18	5	27	22	30	11	14	14
Zm00001eb175050	0	0	0	0	0	0	0	0
Zm00001eb175060	41	30	37	76	29	27	7	42
Zm00001eb175070	20	14	36	42	46	39	46	52
Zm00001eb175090	0	0	0	0	0	0	0	0
Zm00001eb175100	559	750	528	573	630	441	422	468
Zm00001eb175120	171	278	272	322	248	181	206	268
Zm00001eb175130	0	0	0	0	0	0	0	0
Zm00001eb175140	399	356	328	377	563	322	296	405
Zm00001eb175150	0	0	0	0	0	0	0	0
Zm00001eb175160	0	0	0	0	0	0	0	0
Zm00001eb175170	0	0	0	0	0	0	0	0
Zm00001eb175180	21	68	76	37	30	27	21	31
Zm00001eb175190	25	5	0	2	1	8	0	0
Zm00001eb175200	2445	2626	2077	2103	3095	2781	2331	2383
Zm00001eb175210	0	0	0	0	0	0	0	0
Zm00001eb175220	725	862	841	945	565	434	401	581
Zm00001eb175230	104	120	80	52	81	52	51	31
Zm00001eb175240	0	0	0	0	1	0	0	0
Zm00001eb175250	64	100	95	92	167	127	112	119
Zm00001eb175260	0	0	0	0	1	0	0	0
Zm00001eb175270	32	8	37	18	27	22	11	23
Zm00001eb175280	1369	1691	1290	1417	2034	1486	1384	1363
Zm00001eb175290	0	0	0	0	0	0	0	0
Zm00001eb175300	0	3	0	0	0	0	0	0
Zm00001eb175310	0	0	0	0	0	0	0	0
Zm00001eb175320	0	0	0	0	0	0	0	0
Zm00001eb175330	0	0	0	0	0	0	0	0
Zm00001eb175340	0	0	0	0	0	0	0	0
Zm00001eb175350	0	0	0	0	0	0	0	0
Zm00001eb175360	0	0	0	0	0	0	0	0
Zm00001eb175370	0	0	0	0	0	0	0	0
Zm00001eb175380	25	26	23	5	13	29	6	29
Zm00001eb175390	0	0	0	0	0	0	0	0
Zm00001eb175400	0	3	0	0	8	10	0	5
Zm00001eb175410	0	0	0	0	0	0	0	0
Zm00001eb175420	0	0	0	0	0	0	0	0
Zm00001eb175430	251	324	141	318	245	123	223	158
Zm00001eb175450	190	182	117	63	193	102	100	83
Zm00001eb175460	11	10	0	5	4	0	5	0
Zm00001eb175470	628	811	702	666	1177	845	680	809
Zm00001eb175480	0	0	0	0	0	0	0	0
Zm00001eb175490	328	369	342	374	374	297	300	325
Zm00001eb175500	286	450	341	299	1201	945	1066	722
Zm00001eb175510	0	0	0	0	0	0	0	0
Zm00001eb175520	0	0	0	0	0	0	0	0
Zm00001eb175530	0	0	0	0	0	0	0	0
Zm00001eb175540	0	0	0	0	0	0	0	0
Zm00001eb175550	92	99	58	116	103	46	85	128
Zm00001eb175560	1615	2113	1749	1675	1691	1500	1393	1609
Zm00001eb175570	0	0	0	0	0	0	0	0
Zm00001eb175580	0	0	0	0	0	0	0	0
Zm00001eb175590	202	346	190	283	367	210	151	160
Zm00001eb175600	19	19	10	20	16	21	2	2
Zm00001eb175610	5	21	15	32	17	4	5	13
Zm00001eb175620	296	393	284	326	343	329	212	324
Zm00001eb175630	1030	986	928	729	1429	878	808	886
Zm00001eb175640	0	0	2	0	0	0	0	0
Zm00001eb175650	0	0	0	0	0	0	0	0
Zm00001eb175660	0	0	0	0	0	0	0	0
Zm00001eb175670	2980	3191	2518	2567	5135	3806	3376	3708
Zm00001eb175710	0	0	0	0	0	0	0	0
Zm00001eb175720	0	0	0	0	0	0	0	0
Zm00001eb175730	482	606	399	476	600	440	356	359
Zm00001eb175740	0	0	0	0	0	0	0	0
Zm00001eb175750	0	0	0	0	0	0	0	0
Zm00001eb175760	515	390	326	420	601	439	317	417
Zm00001eb175780	0	0	0	0	0	0	0	0
Zm00001eb175790	0	0	0	0	0	0	0	0
Zm00001eb175810	487	501	511	443	627	651	535	564
Zm00001eb175820	14	22	8	49	31	10	14	19
Zm00001eb175830	0	0	9	10	0	0	0	4
Zm00001eb175840	2296	2555	2038	2153	3003	2439	2580	2792
Zm00001eb175850	75	57	49	81	132	65	54	73
Zm00001eb175860	0	0	0	0	0	0	0	0
Zm00001eb175870	0	0	0	0	0	0	0	0
Zm00001eb175880	51	60	47	27	60	57	53	31
Zm00001eb175890	190	218	290	219	253	138	133	134
Zm00001eb175910	0	0	0	0	0	0	0	0
Zm00001eb175920	0	0	0	0	0	0	0	0
Zm00001eb175940	0	0	0	0	0	0	0	0
Zm00001eb175950	0	0	0	0	2	0	0	0
Zm00001eb175960	951	848	792	651	1169	1043	847	918
Zm00001eb175970	122	105	94	122	232	166	100	185
Zm00001eb175980	1355	1421	1326	1383	1613	1352	1253	1554
Zm00001eb175990	0	0	0	0	0	0	0	2
Zm00001eb176000	236	264	235	318	205	103	121	171
Zm00001eb176010	0	0	0	0	0	0	0	0
Zm00001eb176020	0	0	0	0	0	0	0	0
Zm00001eb176030	8	20	5	31	5	4	17	1
Zm00001eb176040	210	219	216	213	460	346	177	237
Zm00001eb176050	819	844	887	684	1657	1232	1022	941
Zm00001eb176060	0	0	0	0	0	0	0	0
Zm00001eb176070	543	528	580	522	435	357	383	413
Zm00001eb176090	1775	1997	1448	1374	2564	1570	1443	1563
Zm00001eb176100	0	0	0	0	0	0	0	0
Zm00001eb176110	168	148	165	98	124	67	68	77
Zm00001eb176120	393	336	367	395	383	283	242	321
Zm00001eb176130	0	0	0	0	0	0	0	0
Zm00001eb176140	0	0	0	0	0	0	0	0
Zm00001eb176150	0	0	0	0	0	0	0	0
Zm00001eb176160	20862	21231	20318	17607	17061	16194	16675	15864
Zm00001eb176170	147	172	68	67	128	76	93	56
Zm00001eb176180	0	0	0	8	2	0	0	0
Zm00001eb176190	0	0	0	0	0	0	0	0
Zm00001eb176200	634	729	717	766	701	433	648	672
Zm00001eb176210	810	869	704	734	945	633	585	730
Zm00001eb176220	0	0	0	0	1	5	4	0
Zm00001eb176230	0	0	0	0	0	0	0	0
Zm00001eb176240	0	0	0	0	0	0	0	0
Zm00001eb176250	0	0	0	0	0	0	0	0
Zm00001eb176260	401	426	529	423	427	357	311	343
Zm00001eb176270	566	616	425	348	573	399	344	537
Zm00001eb176280	0	0	0	0	0	0	0	0
Zm00001eb176290	0	0	0	0	0	0	0	0
Zm00001eb176300	743	709	734	769	898	649	641	717
Zm00001eb176310	500	651	303	490	587	393	306	442
Zm00001eb176340	1473	1850	1570	1363	1939	1364	1130	1530
Zm00001eb176350	2818	2892	2521	2743	3462	2753	2279	2531
Zm00001eb176360	372	506	302	311	364	260	230	324
Zm00001eb176370	52	23	30	45	33	47	19	28
Zm00001eb176380	0	0	0	0	0	0	0	0
Zm00001eb176390	0	0	0	0	0	0	0	0
Zm00001eb176400	0	0	0	0	0	0	0	0
Zm00001eb176410	0	0	0	0	0	0	0	0
Zm00001eb176420	0	0	0	0	0	0	0	0
Zm00001eb176440	150	108	135	118	215	91	149	136
Zm00001eb176460	11	0	4	0	3	0	6	0
Zm00001eb176470	145	195	64	106	259	137	64	110
Zm00001eb176480	0	0	0	0	0	0	0	0
Zm00001eb176490	0	0	0	0	0	0	0	0
Zm00001eb176500	5	0	0	0	7	0	0	0
Zm00001eb176520	0	0	0	0	5	4	0	0
Zm00001eb176530	0	0	0	0	0	0	0	0
Zm00001eb176540	0	0	0	0	0	0	0	0
Zm00001eb176580	0	0	0	0	0	0	0	0
Zm00001eb176590	26	42	28	66	31	28	20	18
Zm00001eb176600	0	0	0	0	0	0	0	0
Zm00001eb176610	0	0	0	0	0	0	0	0
Zm00001eb176620	358	343	277	248	396	330	308	372
Zm00001eb176640	0	0	0	0	0	0	0	0
Zm00001eb176650	0	0	0	0	0	0	0	0
Zm00001eb176660	0	0	0	0	0	0	0	0
Zm00001eb176670	6	0	6	0	9	9	0	0
Zm00001eb176680	192	132	129	103	200	188	89	189
Zm00001eb176690	0	0	0	0	0	0	0	0
Zm00001eb176700	0	0	0	0	0	0	0	0
Zm00001eb176710	874	836	724	833	965	775	995	882
Zm00001eb176720	0	0	0	0	0	0	0	0
Zm00001eb176730	290	462	449	359	383	328	326	385
Zm00001eb176740	267	363	363	159	432	361	359	413
Zm00001eb176750	162	228	209	180	187	112	90	156
Zm00001eb176760	50	60	35	50	98	26	57	57
Zm00001eb176770	399	501	423	504	523	467	405	590
Zm00001eb176780	0	1	0	0	0	0	0	0
Zm00001eb176790	0	0	0	0	0	0	0	0
Zm00001eb176800	23	40	9	36	45	52	31	53
Zm00001eb176810	289	331	324	309	720	406	332	374
Zm00001eb176820	0	0	0	0	0	0	0	6
Zm00001eb176830	0	0	0	0	0	0	0	0
Zm00001eb176840	0	0	0	0	0	0	0	0
Zm00001eb176850	931	858	695	444	3613	1990	1248	1317
Zm00001eb176860	0	0	0	0	0	0	0	0
Zm00001eb176870	0	0	0	0	0	0	0	0
Zm00001eb176880	25	29	26	37	70	75	78	33
Zm00001eb176890	0	0	0	0	0	0	0	0
Zm00001eb176900	487	662	600	632	876	623	414	550
Zm00001eb176930	163	296	211	374	211	248	182	283
Zm00001eb176940	19	8	13	14	5	10	4	28
Zm00001eb176950	384	284	349	309	358	290	411	385
Zm00001eb176980	0	0	4	0	0	0	0	0
Zm00001eb176990	0	0	0	0	0	0	0	0
Zm00001eb177000	6	5	0	0	2	0	4	12
Zm00001eb177010	48	69	85	43	74	13	25	52
Zm00001eb177020	0	10	7	0	25	6	31	14
Zm00001eb177030	0	0	0	0	0	0	0	0
Zm00001eb177040	0	0	0	0	0	0	0	0
Zm00001eb177060	355	493	367	416	703	405	448	411
Zm00001eb177070	17	21	25	3	17	11	2	31
Zm00001eb177080	0	0	0	0	0	0	0	1
Zm00001eb177090	0	0	0	0	0	0	0	0
Zm00001eb177100	90	85	62	92	51	33	51	70
Zm00001eb177110	0	0	0	0	0	0	0	0
Zm00001eb177120	0	0	0	0	0	0	0	0
Zm00001eb177130	0	0	0	0	0	0	0	0
Zm00001eb177140	0	0	0	0	0	0	0	0
Zm00001eb177150	3347	3543	3519	3393	4550	3010	2634	3343
Zm00001eb177170	0	0	0	0	0	0	0	0
Zm00001eb177180	0	0	0	3	0	0	0	0
Zm00001eb177190	28	1	6	7	22	30	19	36
Zm00001eb177200	3	0	4	0	7	2	22	3
Zm00001eb177220	0	0	0	0	0	0	0	0
Zm00001eb177230	6	9	19	24	8	21	7	31
Zm00001eb177240	0	0	0	0	0	0	0	2
Zm00001eb177260	76	44	58	76	40	65	27	42
Zm00001eb177270	0	0	6	10	21	15	7	27
Zm00001eb177280	0	0	0	0	0	10	0	0
Zm00001eb177290	153	125	191	210	174	107	77	107
Zm00001eb177300	25	6	20	5	36	12	20	19
Zm00001eb177310	0	23	0	5	8	7	0	6
Zm00001eb177330	550	694	367	369	787	474	320	385
Zm00001eb177340	119	138	250	188	118	148	183	172
Zm00001eb177350	0	0	0	0	0	0	0	0
Zm00001eb177360	0	0	0	0	0	0	0	0
Zm00001eb177370	4	18	56	24	49	28	54	62
Zm00001eb177380	871	963	724	718	943	839	598	826
Zm00001eb177390	312	424	370	284	399	283	305	298
Zm00001eb177410	95	57	81	110	68	30	94	114
Zm00001eb177420	12	6	0	0	9	18	6	5
Zm00001eb177430	467	475	627	533	1006	748	687	740
Zm00001eb177440	1271	1261	1391	1382	1253	896	995	1295
Zm00001eb177450	2456	2398	1842	1835	2710	1910	1362	1689
Zm00001eb177460	0	0	0	0	0	0	0	0
Zm00001eb177470	0	0	0	0	0	0	0	0
Zm00001eb177480	432	529	456	525	622	340	376	338
Zm00001eb177490	626	844	904	656	993	719	775	916
Zm00001eb177520	691	822	566	624	1557	1138	864	876
Zm00001eb177530	810	808	512	639	1130	701	576	781
Zm00001eb177540	0	0	0	0	0	0	0	0
Zm00001eb177550	0	0	0	0	0	0	0	0
Zm00001eb177560	1326	1404	1042	1222	1689	1269	920	1017
Zm00001eb177570	0	0	0	0	0	0	0	0
Zm00001eb177580	0	0	0	0	0	3	0	0
Zm00001eb177590	0	0	0	0	0	0	0	0
Zm00001eb177600	0	0	0	0	0	0	0	0
Zm00001eb177610	0	0	0	0	4	1	0	0
Zm00001eb177620	0	9	0	0	0	0	0	12
Zm00001eb177630	1327	1325	1180	999	1558	1040	1178	1146
Zm00001eb177640	123	287	116	214	324	245	191	238
Zm00001eb177660	0	0	0	0	0	0	0	0
Zm00001eb177670	160	187	127	200	264	137	139	233
Zm00001eb177680	0	0	0	0	0	0	0	0
Zm00001eb177690	104	159	166	335	292	224	193	367
Zm00001eb177710	0	0	0	0	0	0	0	0
Zm00001eb177720	0	0	0	0	0	0	0	0
Zm00001eb177730	0	0	0	0	0	0	0	0
Zm00001eb177740	105	146	86	159	137	98	72	123
Zm00001eb177750	22	40	24	30	79	47	38	42
Zm00001eb177760	5	0	11	6	6	18	0	19
Zm00001eb177780	0	0	0	0	0	0	0	0
Zm00001eb177810	0	0	0	0	0	0	0	0
Zm00001eb177820	166	259	160	87	138	113	111	188
Zm00001eb177830	1147	1220	908	1090	2742	2141	2096	1518
Zm00001eb177850	416	463	301	505	412	287	246	318
Zm00001eb177870	578	583	568	594	702	476	515	723
Zm00001eb177880	27	62	45	54	60	38	41	70
Zm00001eb177890	0	0	0	0	0	0	0	0
Zm00001eb177900	0	0	0	0	0	0	0	0
Zm00001eb177910	0	0	0	0	0	0	0	0
Zm00001eb177920	304	334	402	290	438	276	295	270
Zm00001eb177930	148	202	161	154	288	129	134	162
Zm00001eb177940	638	920	733	625	896	676	547	599
Zm00001eb177950	0	0	0	0	0	0	0	0
Zm00001eb177960	0	0	0	0	0	0	0	0
Zm00001eb177970	0	0	0	0	0	0	0	0
Zm00001eb177980	412	532	553	546	544	355	528	463
Zm00001eb178000	0	0	0	0	0	0	0	0
Zm00001eb178010	1326	1566	1342	1153	2182	1447	1315	1289
Zm00001eb178020	0	0	2	0	11	7	0	5
Zm00001eb178030	24	31	17	46	43	14	52	21
Zm00001eb178040	541	742	715	583	322	311	214	297
Zm00001eb178050	0	0	0	0	0	0	0	0
Zm00001eb178060	0	0	0	0	0	0	0	0
Zm00001eb178070	48	125	44	94	73	47	63	64
Zm00001eb178080	0	0	0	0	0	0	0	0
Zm00001eb178090	0	0	0	0	0	0	0	0
Zm00001eb178110	550	478	447	403	856	639	357	508
Zm00001eb178120	98	159	144	82	217	140	99	129
Zm00001eb178130	17	20	26	15	29	15	26	8
Zm00001eb178140	507	477	469	484	365	386	402	441
Zm00001eb178150	0	0	0	0	0	0	0	0
Zm00001eb178160	5	0	5	4	0	0	0	0
Zm00001eb178170	0	0	0	0	0	0	0	0
Zm00001eb178180	2210	2649	2282	2494	2887	2477	2886	2992
Zm00001eb178190	137	212	177	175	177	145	143	209
Zm00001eb178210	50	70	71	45	51	38	49	56
Zm00001eb178220	0	0	0	0	0	0	0	0
Zm00001eb178230	0	0	0	0	0	0	0	0
Zm00001eb178240	269	397	310	184	307	228	230	232
Zm00001eb178250	1208	1259	1279	1200	911	845	800	1030
Zm00001eb178260	0	0	0	0	0	0	0	0
Zm00001eb178270	0	0	0	7	0	0	0	8
Zm00001eb178280	0	2	0	0	0	0	0	13
Zm00001eb178290	253	252	218	136	131	61	17	26
Zm00001eb178310	0	0	0	0	0	0	0	0
Zm00001eb178320	3718	3910	3890	3672	4550	3465	3375	3697
Zm00001eb178330	1048	1327	1331	1180	1363	1070	1247	1495
Zm00001eb178340	55	48	28	24	78	83	64	26
Zm00001eb178350	0	0	0	0	0	0	0	0
Zm00001eb178360	1005	978	796	766	1442	1142	716	763
Zm00001eb178370	524	537	361	378	580	414	327	308
Zm00001eb178390	0	0	0	0	0	0	0	0
Zm00001eb178400	411	487	414	418	612	403	338	456
Zm00001eb178410	0	0	0	0	0	0	0	0
Zm00001eb178440	1	0	0	0	0	0	0	0
Zm00001eb178450	0	0	0	0	0	0	0	0
Zm00001eb178460	0	0	0	0	0	0	0	0
Zm00001eb178470	629	689	685	743	1372	899	974	811
Zm00001eb178490	0	0	0	0	0	3	0	2
Zm00001eb178500	691	675	546	583	746	745	830	661
Zm00001eb178510	0	0	0	0	0	0	0	0
Zm00001eb178520	1744	2031	2079	1940	1826	1491	1664	1692
Zm00001eb178540	653	741	579	579	788	499	606	390
Zm00001eb178550	275	458	394	321	280	252	386	345
Zm00001eb178560	61	60	63	51	113	55	38	42
Zm00001eb178570	122	80	65	82	62	32	64	63
Zm00001eb178580	369	286	379	289	437	240	311	546
Zm00001eb178590	831	747	816	789	961	811	969	882
Zm00001eb178600	0	5	3	0	0	4	0	0
Zm00001eb178610	0	0	0	0	0	0	0	0
Zm00001eb178620	424	374	344	388	376	360	259	251
Zm00001eb178640	0	0	0	0	0	0	0	0
Zm00001eb178650	75	248	108	179	125	102	91	99
Zm00001eb178660	0	0	0	0	0	0	0	0
Zm00001eb178670	150	230	147	137	483	471	725	281
Zm00001eb178680	0	0	0	0	0	0	0	0
Zm00001eb178690	2442	2762	2028	2344	4100	2909	2933	2565
Zm00001eb178700	112	148	137	91	291	179	92	190
Zm00001eb178710	0	0	0	6	0	0	0	0
Zm00001eb178740	0	0	0	0	4	0	0	0
Zm00001eb178750	33	28	18	0	36	18	11	14
Zm00001eb178760	4	0	2	2	1	8	6	3
Zm00001eb178770	17	7	19	5	10	10	3	15
Zm00001eb178780	0	0	0	0	0	3	0	2
Zm00001eb178800	0	0	0	0	0	0	0	0
Zm00001eb178810	219	519	352	422	224	146	96	58
Zm00001eb178820	142	252	127	194	243	177	165	188
Zm00001eb178840	0	6	12	0	0	0	8	0
Zm00001eb178850	0	0	0	0	0	0	0	0
Zm00001eb178860	0	0	0	0	0	0	0	0
Zm00001eb178880	0	0	0	0	0	0	0	0
Zm00001eb178890	1127	1135	1129	904	2900	1820	1434	1747
Zm00001eb178900	29	15	20	49	31	37	17	8
Zm00001eb178910	0	0	0	0	0	0	0	0
Zm00001eb178920	0	0	0	0	0	0	0	0
Zm00001eb178930	623	718	738	708	742	539	725	835
Zm00001eb178940	664	707	593	679	815	769	598	608
Zm00001eb178950	4	0	11	0	1	0	0	0
Zm00001eb178960	80	65	35	68	114	68	50	15
Zm00001eb178980	74	128	95	95	185	99	78	119
Zm00001eb178990	0	0	0	12	10	5	0	19
Zm00001eb179000	1718	1787	1233	1714	2069	1477	1138	1422
Zm00001eb179010	608	559	593	540	632	474	561	579
Zm00001eb179020	1217	1334	1211	1104	1459	1201	1201	1336
Zm00001eb179030	0	0	0	0	0	0	0	0
Zm00001eb179040	546	549	418	363	765	638	395	523
Zm00001eb179050	0	0	7	0	0	2	4	4
Zm00001eb179060	0	0	0	0	0	0	0	0
Zm00001eb179070	0	0	0	0	0	0	0	0
Zm00001eb179080	0	0	0	0	0	0	0	0
Zm00001eb179090	791	951	609	681	1227	862	641	751
Zm00001eb179100	13	15	11	5	26	32	0	28
Zm00001eb179120	27	54	20	15	48	25	56	49
Zm00001eb179130	414	494	473	422	368	330	296	378
Zm00001eb179140	48	92	15	77	103	56	37	72
Zm00001eb179160	215	267	167	224	172	197	124	234
Zm00001eb179170	3647	3427	2713	2527	6883	4403	2955	3787
Zm00001eb179180	0	0	0	0	0	0	0	0
Zm00001eb179190	692	633	486	609	518	417	255	383
Zm00001eb179200	54	26	39	43	84	27	38	83
Zm00001eb179210	9	0	0	6	0	11	0	6
Zm00001eb179220	10	0	4	0	1	6	14	6
Zm00001eb179230	0	0	0	0	0	0	0	0
Zm00001eb179240	0	0	0	0	0	0	0	0
Zm00001eb179250	0	0	0	0	0	0	0	0
Zm00001eb179260	0	0	0	9	0	0	0	3
Zm00001eb179280	75	94	63	80	151	102	118	64
Zm00001eb179290	0	0	0	0	10	6	10	12
Zm00001eb179310	1525	1563	1086	1261	1705	973	999	1175
Zm00001eb179320	0	0	0	0	0	0	0	0
Zm00001eb179330	514	942	759	806	878	643	701	812
Zm00001eb179340	385	461	381	331	445	366	326	298
Zm00001eb179350	12	1	1	6	2	0	5	0
Zm00001eb179360	23	19	9	17	16	20	3	19
Zm00001eb179370	0	0	0	0	0	0	0	0
Zm00001eb179380	0	0	0	0	0	0	0	0
Zm00001eb179390	142	204	102	181	440	280	152	133
Zm00001eb179400	0	0	0	0	0	0	0	0
Zm00001eb179420	0	0	0	0	0	0	0	0
Zm00001eb179430	0	0	0	0	0	0	0	0
Zm00001eb179440	19	38	14	30	77	45	28	37
Zm00001eb179450	0	0	0	0	0	0	0	0
Zm00001eb179460	0	0	0	0	0	0	0	6
Zm00001eb179470	1258	1413	1467	1309	1442	1169	1255	1508
Zm00001eb179480	0	0	0	0	0	0	0	0
Zm00001eb179490	3406	4100	4163	3562	3660	2708	3130	3758
Zm00001eb179510	137	167	195	222	209	189	209	293
